"2-ahnd",""
"Creativity, passion or drive","Kreativität, Leidenschaft oder Antrieb"
"Creatures","Kreaturen"
"Warrior's Resolve","Kriegerische Entschlossenheit"
"Wargear","Kriegsgerät"
"Criminal Connections","Kriminelle Verbindungen"
"Kubi Bukuro","Kubi Bukuro"
"Kuge Lineage","Kuge Ahnenreihe"
"Culture","Kultur"
"Kuni","Kuni"
"Kuni Purifier School","Kuni Reiniger Schule"
"Kuni Warden School","Kuni Wächter Schule"
"Kusari-Gama","Kusari-Gama"
"Quiver of Bolts","Köcher voll Bolzen"
"Quiver of Arrows","Köcher voll Pfeile"
"Regal Bearing","Königliches Auftreten"
"Kingdom of Paper and Ink","Königreich aus Papier und Tinte"
"Lacquered Armor","Lackierte Rüstung"
"Lady Doji's Decree","Lady Doji's Dekret"
"Lady Shinjo's Speed","Lady Shinjo's Geschwindigkeit"
"Durable","Langlebig"
"Void","Leere"
"Void Kihō","Leeren Kihō"
"Void ring exchange","Leeren Ring Austausch"
"Void Shūji","Leeren Shūji"
"Light Sleeper","Leichter Schläfer"
"Lord Akodo's Roar","Lord Akodo's Gebrüll"
"Lord Bayushi's Whispers","Lord Bayushi's Geflüster"
"Lord Hida's Grip","Lord Hida's Griff"
"Lord Shiba's Valor","Lord Shiba's Tapferkeit"
"Lord Togashi's Insight","Lord Togashi's Einblick"
"Air","Luft"
"Air Kihō","Luft Kihō"
"Air Shūji","Luft Shūji"
"Air Invocations","Luftbeschwörungen"
"Air Fist","Luftfaust"
"Extinguish","Löschen"
"Lion","Löwe"
"Lion's Pride","Löwenstolz"
"Power of the Earth Dragon","Macht des Erddrachen"
"Mahō","Mahō"
"Mahō or Ninjutsu","Mahō oder Ninjutsu"
"Maikara's Rebuke","Maikara's Rüge"
"Majesty of the Throne","Majestät des Throns"
"Makeup Kit","Make-up Kit"
"Martial Arts [Ranged]","Martial Arts [Fernkampf]"
"Martial Arts [Melee]","Martial Arts [Nahkampf]"
"Martial Arts [Unarmed]","Martial Arts [Unbewaffnet]"
"Masakari","Masakari"
"Mask of Wind","Maske des Winds"
"Materialism","Materialismus"
"Matsu","Matsu"
"Matsu Berserker School","Matsu Berserker Schule"
"Matsu's Battlecry","Matsu's Kampfruf"
"Matsu's Fury","Matsu's Zorn"
"Touchstone of Courage","Maßstab des Mutes"
"Meditation","Meditation"
"Medicine","Medizin"
"Medicine Kit","Medizin Kit"
"Master of Elements","Meister der Elemente"
"Masterful Builder","Meisterhafter Baumeister"
"Mental","Mental"
"Mental, Scar","Mental, Narbe"
"Mental, Virtue","Mental, Tugend"
"Mental, Physical","Mental, körperlich"
"Mental, Spiritual","Mental, spirituell"
"Mental, Interpersonal","Mental, zwischenmenschlich"
"Knife","Messer"
"Military History","Militärgeschichte"
"Mirumoto","Mirumoto"
"Mirumoto Taoist Blade School","Mirumoto Taoist Klingen Schule"
"Mirumoto Two-Heavens Adept School","Mirumoto Zwei-Himmel Adept Schule"
"Bound in Ink","Mit Tinte gebunden"
"Sympathetic Energies","Mitfühlende Energien"
"Kitsu Medic School","Mitsu Medizin Schule"
"Miya","Miya"
"Miya Herald School","Miya Herold Schule"
"Miya Cartographer School","Miya Kartographenschule"
"Fashion","Mode"
"Momoku","Momoku"
"Monastic Acolyte","Monastischer Akolyt"
"Moto","Moto"
"Moto Conqueror School","Moto Eroberer Schule"
"Moto Avenger School","Moto Rächer Schule"
"Musical Instrument (fine)","Musikinstrument (fein)"
"Musical Instrument (common)","Musikinstrument (gewöhnlich)"
"Courage of Seven Thunders","Mut der Sieben Donner"
"Mystical Script","Mystisches Skriptum"
"Monk","Mönch"
"Naginata","Naginata"
"Melee","Nahkampf"
"Close Combat Kata","Nahkampf-Kata"
"Navigator","Navigator"
"Tributaries of Trade","Nebenflüsse des Handels"
"Nerve Damage","Nervenschaden"
"Curiosity","Neugierde"
"Ninth Tail Ascension","Neunter Schwanz Aufstieg"
"Ninjutsu","Ninjutsu"
"Nodachi","Nodachi"
"Necessary Actions","Notwendige Maßnahmen"
"Nunchaku","Nunchaku"
"Open-Hand Style","Offene Hand-Stil"
"Ears Everywhere","Ohren überall"
"Omamori","Omamori"
"Ono","Ono"
"Osano-wo's Boast","Osano-wo's Prahlerei"
"Otomo","Otomo"
"Otomo Schemer School","Otomo Schemer Schule"
"Oyumi","Oyumi"
"Shell of the Tortoise","Panzer der Schildkröte"
"Paranoia","Paranoia"
"Perfectionism","Perfektionismus"
"Personal Seal or Chop","Persönliches Siegel oder Chop"
"Path to Inner Peace","Pfad zum inneren Frieden"
"horse or other animal","Pferd oder ein anderes Tier"
"Horsebow","Pferdebogen"
"Phobia","Phobie"
"Physical","Physisch"
"Physical (Appearance","Physisch (Aussehen)"
"Physical, Mental","Physisch, Mental"
"Physical, Scar","Physisch, Narbe"
"Physical, Spiritual","Physisch, Spirituell"
"Physical, Interpersonal","Physisch, zwischenmenschlich"
"Physical, Interpersonal, Scar","Physisch, zwischenmenschlich, Narbe"
"Phoenix","Phönix"
"Brushwork","Pinselführung"
"Sapper's Kit","Pionier Kit"
"Resplendent","Prachtvoll"
"Pelting Hail Style","Prasselnder Hagel Stil"
"Priest","Priester"
"Professional Saboteur","Professioneller Saboteur"
"Provocation","Provokation"
"Precise Memory","Präzieses Gedächtnis"
"Skilled Attendant","Qualifizierter Begleiter"
"Rustling of Leaves","Rascheln der Blätter"
"Smoke Arrows","Rauchpfeile"
"Rushing Avalanche Style","Rauschender Lawinenstil"
"Reflections of P'an Ku","Reflektionen von P'an Ku"
"Reformed Mahō-Tsukai","Reformierter Mahō-Tsukai"
"Umbrella","Regenschirm"
"Government","Regierung"
"Cleansing Spirit","Reinigender Geist"
"Cleansing Rite","Reinigungsritual"
"Traveling Rations (per meal)","Reise Rationen (pro Mahlzeit)"
"Traveling Clothes","Reisegewand"
"Travel","Reisen"
"Traveling Pack","Reisepacket"
"Ride the Water Dragon","Reite den Wasserdrachen"
"Rending Jaws of the Lion","Reißende Kiefer des Löwen"
"Courtier's Resolve","Resolution des Höflings"
"Ring Exchange","Ring Austausch"
"Rituals","Rituale"
"Rochin","Rochin"
"Rokugani Pony","Rokugani Pony"
"Call Upon the Wind","Rufe den Wind"
"Fame, Interpersonal","Ruhm, zwischenmenschlich"
"Slippery Maneuvers","Rutschige Manöver"
"Ruthless Victor","Rücksichtsloser Sieger"
"Stir the Slumbering Spirit","Rühr die ruhenden Geister"
"Armor of Radiance","Rüstung der Ausstrahlung"
"Armor of Earth","Rüstung der Erde"
"set of armor","Rüstungsset"
"Sai","Sai"
"Sake","Sake"
"Sake Cup","Sake Schale"
"Rallying Cry","Sammelruf"
"Meekness","Sanftmut"
"Set of glass vials","Satz an Glasampullen"
"Storm Lord's Gambit","Schachzug des Sturmfürsten"
"Razor-Edged","Scharfe Klinge"
"Shadowlands Taint (Earth)","Schattenländer Verderbnis (Erde)"
"Shadowlands Taint (Fire)","Schattenländer Verderbnis (Feuer)"
"Shadowlands Taint (Void)","Schattenländer Verderbnis (Leere)"
"Shadowlands Taint (Air)","Schattenländer Verderbnis (Luft)"
"Shadowlands Taint (Water)","Schattenländer Verderbnis (Wasser)"
"Shadowlands Taint [Blasphemous Appetites]","Schattenländer Verderbnis [Blasphemischer Appetit]"
"Shadowlands Taint [One with the Darkness]","Schattenländer Verderbnis [Eins mit der Dunkelheit]"
"Shadowlands Taint [Kaisen Whispers]","Schattenländer Verderbnis [Kaisen Geflüster]"
"Shadowlands Taint [Unnatural Skin]","Schattenländer Verderbnis [Unnatürliche Haut]"
"Shadowlands Taint [Distorted Limbs]","Schattenländer Verderbnis [Verzerrte Gliedmaßen]"
"Scouring Sirocco","Scheuernder Sirocco"
"Shields","Schilde"
"Tortoise","Schildkröte"
"Sleeping Garb","Schlafgewand"
"Strike the Tsunami","Schlag den Tsunami"
"Strike with No Thought","Schlag ohne Gedanken"
"Skulk","Schleichen"
"Slayer's Slash","Schlächter Schnitt"
"Painful Honesty","Schmerzhafte Ehrlichkeit"
"Butterfly Sword","Schmetterlingsschwert"
"Smithy's Kit","Schmied Kit"
"Smithing","Schmiedekunst"
"Take Them Alive","Schnappt sie lebendig"
"Quick Reflexes","Schnelle Reflexe"
"Scroll Satchel","Schriftrollen-Tasche"
"School of Waves","Schule der Wellen"
"Shoulder","Schulter"
"Soaring Slice","Schwebender Schnitt"
"Threshold Barrier","Schwellenbarriere"
"Cumbersome","Schwer"
"Sword of Blood","Schwert aus Blut"
"Swords","Schwerter"
"Buoyant Arrival","Schwimmende Ankunft"
"Spinning Blades Style","Schwingender Klingen Stil"
"Weakness Is My Strength","Schwäche ist meine Stärke"
"Treasures of the Carp","Schätze des Karpfen"
"Scimitar","Scimitar"
"Sixth Sense","Sechster Sinn"
"Sea Legs","Seebeine"
"Seafaring","Seefahrt"
"Soul Sunder","Seelentrenner"
"Sailor's Garb","Seemannsgewand"
"Sailor's Fortune","Seemannsvermögen"
"Sailor's Tongue","Seemannszunge"
"Blessing of the Fortunes","Segen der Glücke"
"Blessing of Steel","Segen des Stahls"
"Blessings of the Emperor","Segnungen des Kaisers"
"Shallow Waters","Seichte Gewässer"
"Rope (per foot, cheap)","Seil (pro Fuß, billig)"
"Rope (per foot, expensive)","Seil (pro Fuß, teuer)"
"Rope (twenty feet)","Seil (zwanzig Fuß)"
"Self-awareness, insight or mysticism","Selbstwahrnehmung, Einsicht oder Mystik"
"Sensational Distraction","Sensationelle Ablenkung"
"Seppun","Seppun"
"Seppun Astrologer School","Seppun Astrologen Schule"
"Seppun Palace Guard School","Seppun Palastwachen Schule"
"Shiba","Shiba"
"Shiba Guardian School","Shiba Wächter Schule"
"Craft Shikigami","Shikigami herstellen"
"Shinjo","Shinjo"
"Shinjo Outrider School","Shinjo Vorreiter Schule"
"Shinobi","Shinobi"
"Shinobi, Courtier","Shinobi, Höfling"
"Shinseist Monk Order","Shinseistischer Mönch Orden"
"Shirogane Jade Inlay","Shirogane Jade Einlage"
"Shosuro","Shosuro"
"Shosuro Infiltrator School","Shosuro Infiltratoren Schule"
"Shugenja","Shugenja"
"Shugenja, Bushi","Shugenja, Bushi"
"Shugenja, Artisan","Shugenja, Handwerker"
"Shugenja, Courtier, Shinobi","Shugenja, Höfling, Shinobi"
"Shuriken","Shuriken"
"Shūji","Shūji"
"Signature Scrolls","Signatur Schriftrollen"
"Skepticism","Skepsis"
"Scorpion","Skorpion"
"Emerald Magistrate","Smaragd Magistrat"
"Emerald Explorer","Smaragdentdecker"
"Sode","Sode"
"Assortment of Maps in Scroll Cases","Sortiment von Karten in Hüllen"
"Soshi","Soshi"
"Soshi Illusionist School","Soshi Illusionisten Schule"
"Social skill","Soziale Fähigkeit"
"Social skills","Soziale Fähigkeiten"
"Specialist Weapons","Spezialisten Waffen"
"Games","Spiele"
"Spy","Spion"
"Spiritual","Spirituell"
"Spiritual, Scar","Spirituell, Narbe"
"Spiritual, Interpersonal","Spirituell, zwischenmenschlich"
"Spiritual Shackles","Spirituelle Fesseln"
"Spiritual Protector","Spiritueller Beschützer"
"Spiritual Artisan","Spiritueller Handwerker"
"Haunting","Spukend"
"Traces of Passage","Spuren des Durchganges"
"City [choose one]","Stadt[wähle eine aus]"
"Polearms","Stangenwaffen"
"Rock Gardening","Steingärtnerei"
"Stonewall Tactics","Steinwand Taktiken"
"Coiling Serpent Style","Stil der wickelnden Schlange"
"Voice of Authority","Stimme der Authorität"
"Voice of the Emperor","Stimme des Kaisers"
"Sentiment","Stimmung"
"Muteness","Stummheit"
"Blunt Weapons","Stumpfe Waffen"
"Obtuse","Stumpfsinnig"
"Tempest of Air","Sturm der Luft"
"Storm Bow","Sturmbogen"
"Storm Fleet Tide Seer","Sturmflotten Gezeitenseher Schule"
"Storm Fleet Sailor School","Sturmflottenseemann Schule"
"Storm Surge","Sturmflut"
"Ever-Changing Waves","Ständig wechselnde Wellen"
"Strength of a Thousand Ancestors","Stärke tausender Vorfahren"
"Crashing Wave Style","Stürzender Wellen-Stil"
"Subtle","Subtil"
"Subtle Observer","Subtiler Beobachter"
"Addiction","Sucht"
"Suijin's Embrace","Suijin's Umarmung"
"Symbol of Earth","Symbol der Erde"
"Purge the Wicked","Säubert die Frevler"
"Pillar of Calm","Säule der Ruhe"
"Sinful Whispers","Sündhaftes Geflüster"
"Sweets (per four servings)","Süßigkeiten (pro vier Portionen)"
"Journal","Tagebuch"
"Taketaba","Taketaba"
"Tactics","Taktiken"
"Tactical Assessment","Taktische Beurteilung"
"Dance of Seasons","Tanz der Jahreszeiten"
"Taraibune","Taraibune"
"Tatami Gusoku","Tatami Gusoku"
"Tate","Tate"
"Tattoo Needles (per set)","Tattoo Nadeln (per Set)"
"Deafness","Taubheit"
"Technique","Technik"
"technique","Technik"
"technique_group","Technik_Gruppe"
"Tea","Tee"
"Tea Ceremony","Tee Zeremonie"
"Tea Set (portable)","Teeset (tragbar)"
"Tekkan","Tekkan"
"Tessen","Tessen"
"Tetsubō","Tetsubō"
"Tetsubō of Earth","Tetsubōder Erde"
"Theology","Theologie"
"Animal Bond","Tierbindung"
"Animal Trainer","Tiertrainer"
"Tinbe","Tinbe"
"Death Touch","Todesberührung"
"Togashi Order","Togashi Orden"
"Togashi Tattooed Order","Togashi tätowierter Orden"
"Token of Memory","Token der Erinnerung"
"Tonfa","Tonfa"
"Toritaka","Toritaka"
"Toritaka Phantom Hunter School","Toritaka Phantomjäger Schule"
"Tosei-Gusoku","Tosei-Gusoku"
"Dead Eyes","Tote Augen"
"Tsuruhashi","Tsuruhashi"
"Deadly Sting","Tödlicher Stich"
"Uchema's Technique","Uchema's Technik"
"Embrace the Void","Umarme die Leere"
"Caress of Earth","Umarmung der Erde"
"Embrace of Kenro-Ji-Jin","Umarmung von Kenro-Ji-Jin"
"Cloak of Night","Umhang der Nacht"
"Satchel of Imperial Proclamations","Umhängetasche der kaiserlichen Proklamationen"
"Satchel of Medicinal Supplies","Umhängetasche der medizinischen Versorgung"
"Discomfiting Countenance","Unangenehmes Antlitz"
"Inconspicuous Garb","Unauffälliges Gewand"
"Indomitable Will","Unbezwingbarer Wille"
"Irrepressible Flirtation","Unbezähmbares Flirten"
"Insufferable Genius","Unerträgliches Genie"
"Impatience","Ungeduld"
"Clumsiness","Ungeschicktheit"
"Incurable Illness","Unheilbare Krankheit"
"Unholy","Unheilig"
"Unholy Fervor","Unheilige Leidenschaft"
"Fiend's Retreat","Unhold's Rückzugsort"
"Suppressing Blows","Unterdrückende Schläge"
"Support of [One Group]","Unterstützung von [Einer Gruppe]"
"Unusual Name Origin","Unüblicher Namensursprung"
"Utaku","Utaku"
"Utaku Steed","Utaku Ross"
"Utaku Battle Maiden School","Utaku Schlachtjungfern Schule"
"Lost Memories","Velorene Erinnerungen"
"Loathing for Peasants","Verabscheuung von Bauern"
"Despised in [City]","Verachtet in [Stadt]"
"Disdain for Sincerity","Verachtung für Aufrichtigkeit"
"Disdain for Compassion","Verachtung für Mitgefühl"
"Disdain for Courage","Verachtung für Mut"
"Disdain for Duty and Loyalty","Verachtung für Pflicht und Loyalität"
"Scorn of [One Group]","Verachtung für [Eine Gruppe]"
"Disdain for Honor","Verachtung für die Ehre"
"Disdain for Righteousness","Verachtung für die Gerechtigkeit"
"Disdain for Courtesy","Verachtung für die Höflichkeit"
"Bitter Betrothal","Verbitterte Verlobung"
"Forbidden","Verboten"
"Ally [Name]","Verbündeter[Name]"
"Doom Crossbow","Verdammnis-Armbrust"
"Tainted Warrior","Verdorbener Krieger"
"Tainted Blood","Verdorbenes Blut"
"Cursed Lineage","Verfluchte Ahnenreihe"
"Accursed Summoning","Verfluchte Beschwörung"
"Vengeance for the Fallen","Vergeltung für die Gefallenen"
"Vendor of Strange Wares","Verkäufer von seltsamen Waren"
"Lost in the Darkness","Verloren in der Dunkelheit"
"Lost Fingers","Verlorene Finger"
"Lost Arm or Lost Hand","Verlorener Arm oder verlorene Hand"
"Lost Name","Verlorener Name"
"Lost Eye","Verlorenes Auge"
"Lost Leg","Verlorenes Bein"
"lost family heirloom","Verlorenes Familienerbstück"
"Veiled Menace Style","Verschleierter Bedrohungs Stil"
"Disappearing World Style","Verschwindender Welt-Stil"
"Playfulness","Verspieltheit"
"Concealable","Versteckbar"
"Concealed Armor","Versteckte Rüstung"
"Maimed Arm","Verstümmelter Arm"
"Maimed Visage","Verstümmeltes Gesicht"
"Lead from the Front","Von vorne Führen"
"Prepare","Vorbereiten"
"Prepare (2)","Vorbereiten (2)"
"Paragon of Honor","Vorbild der Ehre"
"Paragon of Sincerity","Vorbild der Ehrlichkeit"
"Paragon of Righteousness","Vorbild der Gerechtigkeit"
"Paragon of Courtesy","Vorbild der Höfflichkeit"
"Paragon of Duty and Loyalty","Vorbild der Pflicht und Loyalität"
"Paragon of Compassion","Vorbild des Mitgefühls"
"Paragon of Courage","Vorbild des Mutes"
"Feigned Opening","Vorgetäuschte Öffnung"
"Vigilance of Mind","Wachsamkeit des Geistes"
"weapon","Waffe"
"Truth Burns through Lies","Wahrheit brennt durch Lügen"
"Divination Kit","Wahrsager-Kit"
"Divination","Wahrsagerei"
"Fortune-Telling","Wahrsagerei"
"Wakizashi","Wakizashi"
"Wall of Earth","Wand der Erde"
"Wall of Fire","Wand des Feuers"
"Water","Wasser"
"Water Invocations","Wasser Beschwörungen"
"Water Kihō","Wasser Kihō"
"Water Shūji","Wasser Shūji"
"Water Fist","Wasserfaust"
"Rouse the Soul","Wecke die Seele"
"Way of the Crab","Weg der Krabbe"
"Way of the Tortoise","Weg der Schildkröte"
"Way of the Willow","Weg der Weide"
"Way of the Dragon","Weg des Drachen"
"Way of the Earthquake","Weg des Erdbebens"
"Way of the Carp","Weg des Karpfen"
"Way of the Crane","Weg des Kranichs"
"Way of the Lion","Weg des Löwen"
"Way of the Phoenix","Weg des Phönix"
"Way of the Seafoam","Weg des Seeschaums"
"Way of the Edgeless Sword","Weg des eckenlosen Schwerts"
"Way of the Falling Star","Weg des fallenden Sterns"
"Softheartedness","Weichherzigkeit"
"Wisdom of the Ages","Weisheit des Alters"
"World of Shadows","Welt der Schatten"
"Worldly Rōnin Path","Weltlicher Rōnin Pfad"
"Whetstone","Wetzstein"
"Resilient Readiness","Widerstandsfähige Bereitschaft"
"Adversity and Skill","Widrigkeiten und Fähigkeiten"
"Striking as Earth","Wie Erde schlagen"
"Striking as Fire","Wie Feuer schlagen"
"Striking as Void","Wie Leere schlagen"
"Striking as Air","Wie Luft schlagen"
"Striking as Water","Wie Wasser schlagen"
"Ferocity","Wildheit"
"Swirling Desert Wind","Wirbelnder Wüstenwind"
"Wolf's Proposal","Wolf's Vorschlag"
"Wordplay","Wortspiel"
"Wondrous Work","Wundersame Arbeit"
"Fury of Osano-wo","Wut von Osano-Wo"
"Choose two of your character's rings; you may reduce the value of one of these rings by 1 to increase the value of the other by 1 (this still cannot raise a ring above 3). If you do not do so, choose one item of rarity 6 or lower and assign it to your starting outfit.","Wähle zwei der Ringe deines Charakters; du kannst den Wert eines dieser Ringe um 1 verringern, um den Wert des anderen um 1 zu erhöhen (dies kann einen Ring immer noch nicht über 3 erhöhen). Wenn du dies nicht tust, wähle einen Gegenstand der Seltenheit 6 oder niedriger und weise ihn deinem Starteroutfit zu."
"Dice and Cup","Würfel und Cup"
"Roll a ten-sided die again to determin your lost family heirloom, which exists somewhere in the world. You choose one quality and the GM chooses one quality; these are applied to the item. You do not know where the heirloom is, but you could later reclaim it during the campaign.","Würfle erneut einen zehnseitigen Würfel, um dein verlorenes Familienerbstück zu bestimmen, das irgendwo auf der Welt existiert. Du wählst eine Qualität und der GM wählt eine Qualität; diese werden auf den Gegenstand angewendet. Du weißt nicht, wo das Erbstück ist, aber du könntest es später während der Kampagne wiedererlangen."
"Roll a ten-sided die again to determine a skill to aid in learning of your ancestor's fate; gain +1 rank in that skill.","Würfle erneut einen zehnseitigen Würfel, um eine Fähigkeit zu bestimmen, die dir hilft, das Schicksal deines Vorfahren zu erkennen; erhalte +1 Rang in dieser Fähigkeit."
"Roll a ten-sided die again to determine a skill to aid in learning of your ancestor's fate; gain +1 rank in that skill. Additionally, your ancestor might still be alive, in the Shadowlands...waiting.","Würfle erneut einen zehnseitigen Würfel, um eine Fähigkeit zu bestimmen, die dir hilft, das Schicksal deines Vorfahren zu erkennen; erhalte +1 Rang in dieser Fähigkeit. Außerdem könnte dein Vorfahre noch am Leben sein, in den Schattenländern.... wartend..."
"Roll a ten-sided die again to determine a skill to aoid in restoring your ancestor's name; gain +1 rank in that skill.","Würfle erneut einen zehnseitigen Würfel, um eine Fähigkeit zu bestimmen, die dir hilft, den Namen deines Vorfahren wiederherzustellen; erhalte +1 Rang in dieser Fähigkeit."
"Roll a ten-sided die again to determine a Scholar skill; gain +1 rank in that skill","Würfle erneut einen zehnseitigen Würfel, um eine Gelehrten-Fähigkeit zu bestimmen; erhalte +1 Rang in dieser Fähigkeit"
"Roll a ten-sided die again to determine a Trade skill; gain +1 rank in that skill","Würfle erneut einen zehnseitigen Würfel, um eine Handwerksfähigkeit zu bestimmen; erhalte +1 Rang in dieser Fähigkeit"
"Roll a ten-sided die again to determine an Artisan skill; gain +1 rank in that skill.","Würfle erneut einen zehnseitigen Würfel, um eine Handwerksfähigkeit zu bestimmen; erhalte +1 Rang in dieser Fähigkeit."
"Roll a ten-sided die again to determine a Social skill; gain +1 rank in that skill","Würfle erneut einen zehnseitigen Würfel, um eine soziale Fähigkeit zu bestimmen; erhalte +1 Rang in dieser Fähigkeit"
"Roll a ten-sided die again and add the resulting family heirloom to your starting items. You choose one quality and the GM chooses one quality from the list of item qualities, on page 240; these are applied to the item.","Würfle noch einmal einen zehnseitigen Würfel und füge das resultierende Familienerbstück zu deinen Anfangsgegenständen hinzu. Du wählst eine Qualität und der GM wählt eine Qualität aus der Liste der Objektqualitäten, auf Seite 240; diese werden auf das Objekt angewendet."
"Roll a ten-sided again to determine a Martial skill; gain +1 rank in that skill","Würfle noch einmal einen zehnseitigen Würfel, um eine Kampf-Fähigkeit zu bestimmen; erhalte +1 Rang in dieser Fähigkeit"
"Yari","Yari"
"Yari of Air","Yari der Luft"
"Yasuki","Yasuki"
"Yasuki Merchant School","Yasuki Händler Schule"
"Yasunori Steel","Yasunori Stahl"
"Yogo","Yogo"
"Yogo Preserver School","Yogo Bewahrer Schule"
"Yogo Wardmaster School","Yogo Schutzmeister Schule"
"Yoriki","Yoriki"
"Yotogi's Piercing Gaze","Yotogi's durchdringender Blick"
"Yumi","Yumi"
"Yōjimbō","Yōjimbō"
"Zanbatō","Zanbatō"
"Mark of Desecration","Zeichen der Entweihung"
"Tent (chomchong)","Zelt (chomchong)"
"Tent (small)","Zelt (klein)"
"Tent (yurt)","Zelt (yurt)"
"zeni","Zeni"
"Ceremonial","Zeremoniell"
"Ceremonial Clothes","Zeremonielle Kleidung"
"Destroyed","Zerstört"
"Wrath of Kaze-no-Kami","Zorn des Kaze-no-kami"
"Twenty Goblin Thief","Zwanzig Goblin DIeb"
"Twenty-Goblin Crab","Zwanzig Goblin Krabbe"
"Two Items of Rarity 4 or Lower","Zwei Gegenstände von Seltenheit 4 oder niedriger"
"Two Weapons of Rarity 6 or Lower","Zwei Waffen von Seltenheit 6 oder niedriger"
"Interpersonal","Zwischenmenschlich"
"Interpersonal (Name), Mental and Interpersonal (Culture), Physical (Appearance)","Zwischenmenschlich (Name), mental und zwischenmenschlich (Kultur), körperlich (Aussehen)"
"Interpersonal, Infamy","Zwischenmenschlich, Infamie"
"Interpersonal, Physical or Mental, Scar","Zwischenmenschlich, körperlich oder mental, Narbe"
"Interpersonal, Mental","Zwischenmenschlich, mental"
"Interpersonal, Physical","Zwischenmenschlich, physisch"
"Interpersonal, Spiritual","Zwischenmenschlich, spirituell"
"Cynicism","Zynismus"
"other","andere"
"another item","anderer Gegenstand"
"any","beliebig"
"Snaring","fangend"
"O-Gata Dohou","o-Gata Dohou"
"Twisted Summons","perverse Beschwörungen"
"Razor-edged","scharfe Klinge"
"Ravenous Swarms","unersättliche Schwärme"
"Aesthetics","Ästhetik"
"Axes","Äxte"
"Survival","Überleben"
"Dazzling Performance","Überwältigende Darbietung"
"Ō-yoroi","Ō-yoroi"
"Ōtsuchi","Ōtsuchi"
